"Id" "Elements" "Year" "Month" "Day1" "Day2" "Day3" "Day4" "Day5" "Day6" "Day7" "Day8" "Day9" "Day10" "Day11" "Day12" "Day13" "Day14" "Day15" "Day16" "Day17" "Day18" "Day19" "Day20" "Day21" "Day22" "Day23" "Day24" "Day25" "Day26" "Day27" "Day28" "Day29" "Day30" "Day31"
"BL000085230" "TMIN" "1958" "5" NA NA "-78" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "-111" "-122" "-78" NA "-89" NA NA
"BL000085230" "TMIN" "1958" "7" NA NA NA NA NA NA NA NA NA "-100" NA "-100" "-128" NA NA NA NA "-133" NA NA NA NA NA NA NA NA NA NA "-122" "-122" NA
"BL000085230" "TMIN" "1958" "8" "-83" NA NA NA NA NA NA NA NA "-117" "-150" NA NA NA NA NA NA NA NA NA NA NA NA "-111" NA NA NA "-100" NA "-78" NA
"BL000085230" "TMIN" "1958" "9" NA "-111" "-106" NA NA "-89" "-78" "-94" "-72" NA "-72" "-111" "-50" "-78" "-78" NA NA NA NA NA NA "-89" "-89" NA NA "-56" "-89" "-11" NA "-11" NA
"BL000085230" "TMIN" "1958" "10" "-50" "-50" NA NA NA NA "-39" "-28" "-44" "-44" "-39" "-50" "-50" "-50" NA "-50" "-61" "-50" "-50" "-44" "-50" "-39" "-39" "-39" "-28" "-50" NA NA NA NA NA
"BL000085230" "TMIN" "1958" "11" NA NA NA NA NA NA NA NA NA NA NA NA NA "-28" "-44" "-50" "-50" "-78" "-50" NA "-61" "-33" "-28" NA "-61" "-61" "-28" NA "-28" NA NA
"BL000085230" "TMIN" "1958" "12" "-39" "-39" "-28" NA "-22" "-50" "-39" NA "-33" "-61" NA "-39" NA "-50" "-39" NA NA NA "-50" NA NA "-39" "-39" NA "-39" NA NA NA NA NA "-39"
"BL000085230" "TMIN" "1959" "1" NA "-28" "-28" NA NA "-50" "-39" "-50" NA "-44" NA NA "-33" "-44" NA "-50" "-39" NA NA NA NA "-61" "-28" "-67" NA NA NA NA "-33" NA NA
"BL000085230" "TMIN" "1959" "2" NA NA NA NA "-39" NA NA NA NA NA NA "-11" "-28" "-22" "11" NA "-17" "-22" "-11" "-11" "-11" "-6" NA "-22" "-17" "-17" NA NA NA NA NA
"BL000085230" "TMIN" "1959" "3" "-17" NA "-28" NA NA NA NA NA "11" NA NA NA NA NA "-6" "-33" "-39" "-44" "-44" "-50" "-56" "-44" "-50" "-39" NA NA "-50" NA NA NA "-22"
"BL000085230" "TMIN" "1959" "4" NA NA NA "-39" "-50" "-50" "-50" NA NA "-72" "-61" NA "-72" NA "-72" NA "-61" "-72" "-72" NA "-78" NA "-78" NA NA NA NA "-89" "-89" NA NA
"BL000085230" "TMIN" "1959" "5" NA NA NA NA "-100" "-56" "-61" "-78" "-72" NA "-128" NA NA NA "-78" "-56" NA "-78" "-100" "-78" "-89" "-89" "-83" "-89" "-72" "-100" NA NA "-122" NA NA
