year,tmax_spr,tmax_sum,tmax_aut,tmax_win
1972,12.5,13.4076086956522,11.3406593406593,11.5912087912088
1973,13.0402173913043,14.1228260869565,10.9703296703297,9.76222222222222
1974,12.4608695652174,13,9.65054945054945,8.85555555555556
1975,13.1163043478261,13.7521739130435,10.8923076923077,8.51222222222222
1976,12.679347826087,12.9858695652174,11.2758241758242,9.61538461538462
1977,13.5445652173913,13.895652173913,12.5703296703297,11.2111111111111
1978,13.0945652173913,14.329347826087,10.9428571428571,10.02
1979,13.1663043478261,14.0304347826087,11.2505494505495,11.7422222222222
1980,13.8978260869565,13.8586956521739,11.510989010989,10.0879120879121
1981,14.4130434782609,13.9195652173913,10.9604395604396,10.1666666666667
1982,13.4815217391304,14.0010869565217,12.210989010989,11.9155555555556
1983,14.5891304347826,13.7630434782609,11.5351648351648,10.5255555555556
1984,11.7315217391304,13.1565217391304,9.78681318681319,7.87912087912088
1985,11.9967391304348,12.8065217391304,10.6967032967033,8.71444444444444
1986,12.979347826087,13.4239130434783,10.7648351648352,9.40333333333333
1987,13.8282608695652,13.8597826086957,11.5373626373626,10.2277777777778
1988,13.5652173913043,14.2358695652174,11.0835164835165,10.8956043956044
