year,tmax_spr,tmax_sum,tmax_aut,tmax_win
1957,22.4,23.9788706521739,22.8401428571429,20.1872855555556
1958,23.6282239130435,25.3473489130435,22.2846989010989,15.1673511111111
1959,23.309852173913,23.351802173913,20.2024868131868,14.50673
1960,22.3772510869565,23.703552173913,20.6558703296703,14.5603175824176
1961,22.6493706521739,23.26575,19.368278021978,12.8441655555556
1962,23.105477173913,23.5411217391304,22.1555241758242,13.35877
1963,23.1205336956522,23.9176119565217,21.3562153846154,15.2907322222222
1964,23.5061815217391,24.9299815217391,21.1771241758242,16.1682032967033
1965,22.5159304347826,24.3175467391304,21.6387351648352,14.3530466666667
1966,22.5863695652174,25.2948423913043,21.4957934065934,14.3955555555556
1967,23.7637619565217,24.254872826087,20.484821978022,14.3654488888889
1968,23.4755097826087,23.9574076086957,20.8461791208791,15.0955120879121
1969,24.9696173913043,24.0520652173913,21.7107406593407,14.6111866666667
1970,23.8315554347826,24.7458793478261,20.6123736263736,14.54851
1971,24.6103423913043,24.2758097826087,20.4133615384615,14.37588
1972,24.3285184782609,24.300547826087,21.4530043956044,15.3619505494505
1973,24.2400934782609,26.029475,20.4161802197802,14.2049411111111
1974,23.3152586956522,24.5505586956522,20.9133032967033,13.4758122222222
1975,22.6646565217391,25.4660793478261,20.3863604395604,13.1226311111111
1976,21.3965358695652,25.0715695652174,22.1416494505495,14.1479230769231
1977,22.2307532608696,25.960097826087,20.8720010989011,14.6474911111111
1978,23.1721260869565,25.6941782608696,22.1897065934066,15.0597033333333
1979,22.7859456521739,25.9167489130435,22.6883362637363,14.7962022222222
1980,22.7496326086957,25.8993793478261,21.2882175824176,15.400089010989
1981,22.621697826087,25.7525902173913,20.7609175824176,13.2564911111111
1982,23.3295793478261,26.3569760869565,21.9221252747253,13.2459644444444
1983,24.0621793478261,26.9126641304348,21.4409153846154,14.3807777777778
1984,23.6110717391304,25.6016576086957,22.6366318681319,13.7131725274725
1985,24.149222826087,25.6913923913044,21.9091901098901,15.69365
1986,23.5924130434783,25.8171119565217,21.6421098901099,12.5870433333333
1987,22.5385456521739,26.791102173913,22.7395065934066,14.5614444444444
1988,23.6734673913043,26.1484097826087,21.6833516483516,14.0209230769231
1989,22.6474032608696,25.2405989130435,22.365510989011,14.57136
1990,23.2150032608696,26.4973282608696,22.1899516483516,15.3543511111111
1991,23.0525836956522,25.4801173913043,22.8039472527473,15.9951011111111
1992,23.7229358695652,25.664875,21.3877692307692,15.4827813186813
1993,23.5608032608696,26.274575,22.3320692307692,14.6154922222222
1994,23.7007945652174,24.4288043478261,21.3224274725275,13.6702055555556
1995,24.5506608695652,25.8182913043478,22.7782175824176,14.2630611111111
1996,23.6886467391304,25.8606260869565,21.4441725274725,16.1310098901099
1997,23.3333717391304,25.4961054347826,22.8600791208791,15.5720311111111
1998,24.7876934782609,24.9711880434783,22.2248901098901,16.2717422222222
1999,24.4677065217391,25.776302173913,22.1431208791209,15.3106355555556
2000,23.3384184782609,25.2246184782609,22.2038021978022,14.4703285714286
2001,24.0608,25.2491163043478,22.2008285714286,15.22653
2002,24.1761804347826,26.7965032608696,22.393021978022,15.2135266666667
2003,23.3813391304348,26.2163967391304,23.4516637362637,15.8364922222222
2004,24.2675652173913,26.1933402173913,22.1779824175824,17.0138626373626
2005,24.8785586956522,25.2563413043478,22.3027978021978,17.4087722222222
2006,23.4378510869565,26.8184054347826,22.8207802197802,14.7544444444444
2007,24.1496967391304,26.7466913043478,22.2435032967033,14.9541166666667
2008,23.5003097826087,26.048975,22.8428318681319,14.3757989010989
2009,24.5825304347826,27.024927173913,22.777789010989,15.5719277777778
2010,25.7200065217391,27.1260326086957,23.3920571428571,15.8884166666667
2011,24.8145967391304,26.29845,22.6588318681319,14.2547088888889
2012,21.5656054347826,22.4,22.4,17.1383593406593
