year,tmax_spr,tmax_sum,tmax_aut,tmax_win
1951,-0.141304347826087,14.9760869565217,4.66153846153846,-9.30333333333333
1952,-0.877173913043478,15.5021739130435,5.02637362637363,-11.6637362637363
1953,0.592391304347826,14.1923913043478,4.92087912087912,-9.28111111111111
1954,0.38804347826087,12.8891304347826,6.35934065934066,-7.57555555555556
1955,0.568478260869565,15.895652173913,6.54285714285714,-7.46555555555556
1956,1.12826086956522,13.6771739130435,6.98791208791209,-8.18241758241758
1957,0.298913043478261,14.5434782608696,6.85824175824176,-7.01222222222222
1958,0.632608695652174,14.5271739130435,6.74945054945055,-5.87777777777778
1959,2.21630434782609,14.5076086956522,7.02417582417582,-7.60777777777778
1960,0.896739130434783,14.7913043478261,6.42857142857143,-8.57252747252747
1961,1.1554347826087,14.9836956521739,7.48351648351648,-8.24888888888889
1962,1.63586956521739,14.8836956521739,5.4978021978022,-6.70777777777778
1963,1.50652173913043,14.9380434782609,5.78901098901099,-6.22222222222222
1964,1.10326086956522,14.5782608695652,4.54615384615385,-8.44615384615385
1965,-0.45,13.9173913043478,4.99010989010989,-7.31666666666667
1966,1.13586956521739,13.5967391304348,5.8989010989011,-9.06777777777778
1967,1.72608695652174,14.8239130434783,4.80989010989011,-9.08444444444445
1968,1.60434782608696,13.9130434782609,5.83076923076923,-6.81318681318681
1969,-0.382608695652174,13.8891304347826,4.4032967032967,-9.71222222222222
1970,-0.282608695652174,14.6684782608696,5.61648351648352,-9.07777777777778
1971,0.231521739130435,13.8902173913043,5.05934065934066,-7.55444444444444
1972,1.51847826086957,14.7586956521739,6.37912087912088,-7.06593406593407
1973,0.139130434782609,15.3913043478261,5.58131868131868,-6.64333333333333
1974,0.521739130434783,14.7619565217391,5.60549450549451,-8.20888888888889
1975,1.64130434782609,15.4687641304348,6.76373626373626,-8.56222222222222
1976,0.629347826086956,14.0217391304348,5.31796263736264,-7.57032967032967
1977,0.580434782608696,14.7532608695652,5.97472527472527,-9.15888888888889
1978,0.256521739130435,16.2119565217391,5.07252747252747,-9.04777777777778
1979,-0.155434782608696,13.7228260869565,6.52307692307692,-6.58888888888889
1980,0.292391304347826,14.1184782608696,5.71978021978022,-7.75054945054945
1981,0.18804347826087,13.7184782608696,4.62087912087912,-6.30666666666667
1982,1.30652173913043,14.445652173913,6.75274725274725,-7.77777777777778
1983,1.70652173913043,13.6652173913043,5.53296703296703,-7.49222222222222
1984,-0.818478260869565,15.8315217391304,5.15604395604396,-8.84065934065934
1985,0.948913043478261,15.0673913043478,6.07032967032967,-9.46222222222222
1986,1.025,13.8489130434783,5.47142857142857,-8.57888888888889
1987,0.717391304347826,15.1771739130435,6.03296703296703,-8.08111111111111
1988,1.04347826086957,14.5880434782609,5.84725274725275,-7.60549450549451
1989,1.80652173913043,14.25,7.26593406593407,-6.07333333333333
1990,0.928029347826087,15.2930945652174,7.37589230769231,-5.84317222222222
1991,0.887292391304348,14.2730684782609,7.21950989010989,-6.93438888888889
1992,0.876190217391304,13.879122826087,5.93163516483517,-6.73136263736264
1993,0.399671739130435,12.7642684782609,6.49948131868132,-5.77487444444444
1994,0.614539130434783,15.7318130434783,6.40827252747253,-6.84279888888889
1995,1.06399565217391,14.5653934782609,6.09282197802198,-7.16143888888889
1996,0.143102173913043,14.0927467391304,5.8772010989011,-8.65225054945055
1997,0.449813043478261,14.143772826087,5.97154065934066,-5.97951666666667
1998,1.114725,14.4329608695652,6.70094615384615,-8.89929333333333
1999,0.565075,15.997197826087,6.00317912087912,-8.14408666666667
2000,1.39565869565217,15.8247902173913,5.80998681318681,-8.78444395604395
2001,0.769317391304348,14.3706923913043,6.0424967032967,-9.64447555555556
2002,1.82526413043478,13.8827423913043,5.36751978021978,-7.88679333333333
2003,0.525707608695652,13.5799760869565,5.61911098901099,-8.10296333333333
2004,0.471503260869565,14.7152380434783,6.35521428571429,-7.19575934065934
2005,0.502189130434783,14.560772826087,5.8060967032967,-8.70262444444444
2006,1.15021847826087,14.8849717391304,6.68044945054945,-7.75130777777778
2007,0.80946847826087,15.0397054347826,5.80187582417582,-6.80773666666667
2008,1.02472065217391,14.3527076086957,6.28552747252747,-7.71081648351648
2009,1.38945652173913,14.5073347826087,5.96542967032967,-7.45629444444444
2010,0.589829347826087,16.1165989130435,7.16798131868132,-7.05110666666667
2011,0.0983260869565217,15.138302173913,6.74435604395604,-7.76605111111111
2012,0.785179347826087,15.1964717391304,7.57637142857143,-9.03076703296703
2013,0.542644565217391,15.0072619565217,5.96434285714286,-8.06679666666667
2014,0.612814130434783,15.4041434782609,6.13503076923077,-8.03314666666667
2015,2.21770869565217,14.7580391304348,5.84207582417582,-6.23651
2016,1.44401304347826,15.2030543478261,5.65989340659341,-7.73683406593407
2017,1.07831630434783,5.32048043478261,3,-4.47006888888889
