year,tmax_spr,tmax_sum,tmax_aut,tmax_win
1973,22,17.3282608695652,21.2692307692308,22.1777777777778
1974,21.0913043478261,17.8097826086957,21.0934065934066,22.2111111111111
1975,21.0891304347826,17.2804347826087,21.1538461538462,22.2333333333333
1976,21.5326086956522,17.9804347826087,20.1703296703297,22.3626373626374
1977,21.2152173913043,18.379347826087,21.1758241758242,22.2666666666667
1978,22.0891304347826,17.0271739130435,21.0769230769231,22.7444444444444
1979,22.3086956521739,17.9695652173913,21.3186813186813,22.5444444444444
1980,21.8913043478261,18.1304347826087,21.0494505494505,22.032967032967
1981,22.55,17.5184782608696,20.9285714285714,22.6666666666667
1982,21.9315217391304,19.3445652173913,22.1285714285714,22.9644444444444
1983,22.0836956521739,17.8869565217391,20.5846153846154,22.3
1984,21.0478260869565,17.2184782608696,20.8725274725275,22.1945054945055
1985,21.3152173913043,17.5760869565217,20.6967032967033,22.1133333333333
1986,21.3032608695652,17.7228260869565,20.6,22.2088888888889
1987,20.9478260869565,17.6336956521739,21.0626373626374,22.2688888888889
1988,20.8880434782609,16.8597826086957,20.821978021978,22.2351648351648
1989,20.5326086956522,16.3195652173913,19.6263736263736,21.2611111111111
1990,19.1923913043478,16.8391304347826,20.9934065934066,21.6777777777778
1991,21.9934782608696,16.7739130434783,21.3340659340659,22.5711111111111
1992,21.7054347826087,17.0228260869565,20.8021978021978,22.556043956044
1993,20.8630434782609,16.5097826086957,20.9241758241758,22.1777777777778
1994,21.5336956521739,17.2532608695652,21.1494505494505,22.48
1995,20.9119565217391,17.7282608695652,21.4351648351648,22.4366666666667
1996,21.8717391304348,17.5717391304348,21.4428571428571,22.5736263736264
1997,21.920652173913,18.7010869565217,21.8395604395604,22.8911111111111
1998,21.3652173913043,18.5,21.1186813186813,22.7333333333333
1999,21.4934782608696,16.9934782608696,21.2263736263736,22.3588888888889
2000,21.6608695652174,17.7619565217391,21.2582417582418,22.6835164835165
2001,21.7815217391304,18.2336956521739,21.6725274725275,22.41
2002,22.2858695652174,18.154347826087,20.7362637362637,22.6888888888889
2003,21.6597826086957,17.7695652173913,20.9406593406593,22.6111111111111
2004,21.3413043478261,17.9880434782609,21.5472527472527,22.5164835164835
2005,21.4434782608696,17.9858695652174,20.832967032967,22.6866666666667
2006,20.8641304347826,19.1,21.2032967032967,22.8922222222222
2007,21.5782608695652,17.4913043478261,21.6813186813187,22.9155555555556
2008,21.629347826087,18.8336956521739,20.7164835164835,22.3296703296703
2009,21.7673913043478,18.4739130434783,21.3923076923077,22.1511111111111
2010,21.3934782608696,17.204347826087,21.5241758241758,22.9333333333333
2011,21.5869565217391,18.5,21.7142857142857,22.6788888888889
2012,21.8413043478261,17.6434782608696,21.9604395604396,22.7593406593407
2013,21.35,18.2478260869565,21.0758241758242,22.8366666666667
2014,22.3684782608696,18.8891304347826,22.4692307692308,22.4144444444444
2015,22.5565217391304,19.3717391304348,22.3868131868132,22.6088888888889
2016,21.9608695652174,17.6,20.6285714285714,23.2197802197802
2017,22.1195652173913,20.5097826086957,22,22.3533333333333
