year,tmax_spr,tmax_sum,tmax_aut,tmax_win
1957,21,21,21.2802197802198,19.65
1958,21.6141304347826,23.1630434782609,21.9065934065934,16.9111111111111
1959,20.5869565217391,22.5326086956522,20.8571428571429,17.8944444444444
1960,20.4565217391304,22.9347826086957,21.7472527472527,16.6483516483516
1961,21.25,22.3913043478261,20.8846153846154,17.6533333333333
1962,20.4402173913043,23.0760869565217,21.467032967033,17.5388888888889
1963,21.4130434782609,22.9347826086957,21.2087912087912,16.2222222222222
1964,21.6521739130435,22.7717391304348,21.0604395604396,16.7802197802198
1965,20.9945652173913,22.1684782608696,21.032967032967,17.9
1966,20.4673913043478,22.5597826086957,20.2967032967033,15.8444444444444
1967,20.6467391304348,22.2065217391304,20.1978021978022,16.6222222222222
1968,19.9347826086957,22.3097826086957,20.9010989010989,16.8406593406593
1969,20.4673913043478,22.7282608695652,20.8406593406593,17.6111111111111
1970,19.8532608695652,22.3369565217391,20.3186813186813,17.0722222222222
1971,20.570652173913,22.3152173913043,21.6813186813187,18.3333333333333
1972,21.7608695652174,22.3097826086957,22.1043956043956,18.1538461538462
1973,21.4945652173913,22.9184782608696,22.1758241758242,16.7222222222222
1974,21.5815217391304,22.4673913043478,20.9395604395604,18.5388888888889
1975,22.0652173913043,22.429347826087,20.9835164835165,18.0555555555556
1976,21.3586956521739,22.4239130434783,20.5824175824176,16.5274725274725
1977,21.070652173913,22.6358695652174,21.8241758241758,17.4833333333333
1978,20.9402173913043,22.6847826086957,21.6538461538462,17.4833333333333
1979,21.4728260869565,23.0923913043478,21.1098901098901,17.2666666666667
1980,21.7771739130435,23.2010869565217,21.3186813186813,17.7032967032967
1981,21.5978260869565,22.875,21.5714285714286,17.9888888888889
1982,22.1739130434783,23.0217391304348,21.6208791208791,18.3777777777778
1983,20.7880434782609,23.3804347826087,21.9120879120879,17.7611111111111
1984,20.679347826087,22.1304347826087,21.3076923076923,17.7582417582418
