year,tmax_spr,tmax_sum,tmax_aut,tmax_win
1956,7.5,5.61563369565217,6.72938131868132,8.79280989010989
1957,8.98351847826087,-0.0562673913043478,6.16235714285714,12.4924311111111
1958,5.7054347826087,1.64673913043478,7.21978021978022,13.3277777777778
1959,4.09727065217391,0.581521739130435,6.18681318681319,12.64121
1960,5.75326086956522,-0.898913043478261,5.96153846153846,14.2428571428571
1961,5.25575,-0.586277173913043,6.9032967032967,12.4977777777778
1962,4.72840326086957,-1.3517402173913,7.32023296703297,13.3025188888889
1963,4.81620434782609,0.335804347826087,6.61184175824176,13.5359744444444
1964,5.65652173913043,-0.880434782608696,7.44065934065934,13.3032967032967
1965,6.15760869565217,1.04130434782609,6.63702417582418,13.5950488888889
1966,7.80326086956522,0.845948913043478,7.02857142857143,12.7166666666667
1967,6.73500760869565,-1.07233260869565,8.23085824175824,14.4522222222222
1968,6.62826086956522,1.39450108695652,8.48132857142857,14.3032967032967
1969,6.93260869565217,1.15326086956522,7.28791208791209,15.0266666666667
1970,6.95869565217391,-0.0652173913043478,7.17362637362637,13.7855555555556
1971,5.08586956521739,0.883695652173913,8.63626373626374,12.3588888888889
1972,6.45,0.998913043478261,7.07032967032967,14.7483516483516
1973,6.71086956521739,1.5195652173913,7.39230769230769,14.05
1974,6.92282608695652,0.455434782608696,6.96483516483516,13.2544444444444
1975,7.52826086956522,0.608695652173913,7.57362637362637,14.0811111111111
1976,5.78695652173913,0.318478260869565,7.94065934065934,13.5615384615385
1977,7.00760869565217,1.1804347826087,8.26703296703297,14.3666666666667
1978,7.73804347826087,1.2945652173913,7.68901098901099,14.9933333333333
1979,7.28804347826087,1.03152173913043,6.6978021978022,15.0088888888889
1980,6.85978260869565,0.945652173913044,7.07142857142857,15.156043956044
1981,8.23913043478261,1.03913043478261,6.48351648351648,13.9022222222222
1982,8.63586956521739,1.82717391304348,7.81978021978022,14.7022222222222
1983,6.78369565217391,-0.629347826086956,7.47362637362637,15.0277777777778
1984,7.25,-0.0684782608695652,7.6967032967033,13.9384615384615
1985,7.00434782608696,1.94130434782609,8.43516483516484,14.5711111111111
1986,6.38695652173913,0.876086956521739,8.29340659340659,14.4588888888889
1987,7.09347826086957,1.77934782608696,8.7054945054945,15.6388888888889
1988,6.55760869565217,-1.08695652173913,7.51978021978022,14.8868131868132
1989,6.29565217391304,1.32065217391304,8.51758241758242,15.4688888888889
1990,6.11086956521739,1.33478260869565,8.17472527472527,14.8943333333333
1991,8.38562934782609,1.24897826086957,8.41404285714286,14.2711111111111
1992,8.53913043478261,0.143478260869565,8.02307692307692,14.2241758241758
1993,7.35652173913043,0.732608695652174,7.46043956043956,14.58
1994,7.89239130434783,1.45760869565217,8.08571428571429,14.7144444444444
1995,6.55978260869565,-0.218478260869565,8.67802197802198,15.5855555555556
1996,7.63804347826087,0.58804347826087,9.03186813186813,13.6679021978022
1997,8.74782608695652,3.03586956521739,8.02417582417582,14.3911111111111
1998,7.76521739130435,0.730434782608696,7.94505494505494,14.43
1999,7.75217391304348,1.61086956521739,9.36923076923077,14.9711111111111
2000,6.9195652173913,1.37173913043478,6.99340659340659,14.2945054945055
2001,7.61847826086957,1.68369565217391,8.2021978021978,14.5510077777778
2002,6.62065217391304,1.29891304347826,8.08791208791209,14.5388888888889
2003,7.61847826086957,1.25652173913043,8.54725274725275,13.7877777777778
2004,7.6,1.26732065217391,7.50956703296703,15.0707494505495
2005,5.27935108695652,1.30153695652174,7.65372967032967,13.9897366666667
2006,6.54440543478261,2.11338043478261,7.16271978021978,14.7457311111111
2007,5.24454347826087,-1.5613597826087,7.53016263736264,14.49603
2008,6.36970869565217,0.669291304347826,8.2138956043956,15.4441230769231
2009,7.70895760869565,0.732128260869565,6.58217252747253,14.5159855555556
2010,7.1326402173913,0.330361956521739,8.44743516483516,13.5920644444444
2011,6.01667391304348,-0.463809782608696,7.92722857142857,14.2969622222222
2012,6.93492173913044,-0.0568326086956522,8.42537912087912,14.6434758241758
2013,6.66635217391304,0.640325,7.86703406593407,15.8981566666667
2014,7.33078695652174,1.75028913043478,8.48244065934066,13.7011522222222
2015,8.35679456521739,1.06248695652174,6.81684285714286,14.8238677777778
2016,8.39025434782609,1.458375,8.5580032967033,15.6097230769231
2017,8.00471956521739,5.26905434782609,7.5,13.0652166666667
