"","Year","Month","Day","value"
"1",1957,7,1,250
"400",1957,7,2,239
"799",1957,7,3,250
"1198",1957,7,4,228
"1597",1957,7,5,228
"1996",1957,7,6,228
"2395",1957,7,7,272
"2794",1957,7,8,228
"3193",1957,7,9,239
"3592",1957,7,10,239
"3991",1957,7,11,239
"4390",1957,7,12,228
"4789",1957,7,13,239
"5188",1957,7,14,228
"5587",1957,7,15,239
"5986",1957,7,16,228
"6385",1957,7,17,239
"6784",1957,7,18,228
"7183",1957,7,19,239
"7582",1957,7,20,261
"7981",1957,7,21,228
"8380",1957,7,22,222
"8779",1957,7,23,228
"9178",1957,7,24,250
"9577",1957,7,25,250
"9976",1957,7,26,261
"10375",1957,7,27,289
"10774",1957,7,28,239
"11173",1957,7,29,250
"11549",1957,7,30,250
"11916",1957,7,31,250
"2",1957,8,1,250
"401",1957,8,2,261
"800",1957,8,3,289
"1199",1957,8,4,289
"1598",1957,8,5,289
"1997",1957,8,6,300
"2396",1957,8,7,300
"2795",1957,8,8,278
"3194",1957,8,9,239
"3593",1957,8,10,239
"3992",1957,8,11,250
"4391",1957,8,12,261
"4790",1957,8,13,272
"5189",1957,8,14,239
"5588",1957,8,15,250
"5987",1957,8,16,250
"6386",1957,8,17,261
"6785",1957,8,18,261
"7184",1957,8,19,239
"7583",1957,8,20,239
"7982",1957,8,21,228
"8381",1957,8,22,272
"8780",1957,8,23,239
"9179",1957,8,24,261
"9578",1957,8,25,261
"9977",1957,8,26,272
"10376",1957,8,27,239
"10775",1957,8,28,239
"11174",1957,8,29,239
"11550",1957,8,30,250
"11917",1957,8,31,239
"3",1957,9,1,239
"402",1957,9,2,250
"801",1957,9,3,228
"1200",1957,9,4,228
"1599",1957,9,5,228
"1998",1957,9,6,222
"2397",1957,9,7,239
"2796",1957,9,8,278
"3195",1957,9,9,289
"3594",1957,9,10,289
"3993",1957,9,11,278
"4392",1957,9,12,261
"4791",1957,9,13,289
"5190",1957,9,14,272
"5589",1957,9,15,261
"5988",1957,9,16,272
"6387",1957,9,17,261
"6786",1957,9,18,272
"7185",1957,9,19,289
"7584",1957,9,20,272
"7983",1957,9,21,250
"8382",1957,9,22,250
"8781",1957,9,23,278
"9180",1957,9,24,289
"9579",1957,9,25,272
"9978",1957,9,26,261
"10377",1957,9,27,278
"10776",1957,9,28,289
"11175",1957,9,29,278
"11551",1957,9,30,250
"4",1957,10,1,261
"403",1957,10,2,239
"802",1957,10,3,228
"1201",1957,10,4,250
"1600",1957,10,5,239
"1999",1957,10,6,250
"2398",1957,10,7,261
"2797",1957,10,8,-99.9
"3196",1957,10,9,261
"3595",1957,10,10,239
"3994",1957,10,11,250
"4393",1957,10,12,228
"4792",1957,10,13,222
"5191",1957,10,14,222
"5590",1957,10,15,222
"5989",1957,10,16,200
"6388",1957,10,17,189
"6787",1957,10,18,178
"7186",1957,10,19,189
"7585",1957,10,20,189
"7984",1957,10,21,211
"8383",1957,10,22,189
"8782",1957,10,23,172
"9181",1957,10,24,172
"9580",1957,10,25,200
"9979",1957,10,26,222
"10378",1957,10,27,211
"10777",1957,10,28,222
"11176",1957,10,29,222
"11552",1957,10,30,228
"11918",1957,10,31,228
"5",1957,11,1,228
"404",1957,11,2,228
"803",1957,11,3,228
"1202",1957,11,4,222
"1601",1957,11,5,200
"2000",1957,11,6,211
"2399",1957,11,7,189
"2798",1957,11,8,178
"3197",1957,11,9,161
"3596",1957,11,10,150
"3995",1957,11,11,150
"4394",1957,11,12,161
"4793",1957,11,13,178
"5192",1957,11,14,189
"5591",1957,11,15,178
"5990",1957,11,16,161
"6389",1957,11,17,128
"6788",1957,11,18,111
"7187",1957,11,19,161
"7586",1957,11,20,161
"7985",1957,11,21,-99.9
"8384",1957,11,22,161
"8783",1957,11,23,150
"9182",1957,11,24,172
"9581",1957,11,25,172
"9980",1957,11,26,139
