"GHCN_ID","Start_yr","End_yr","Yr_count","HofX","HofY","HofXY","HXofY","s","t","P","C","M","CbyP","MbyP","Mutual","GC","C_freedom","GM","M_freedom","GP","P_freedom"
"ASN00014103",1965,1979,15,0.602059991327962,0.453135590799141,0.78508217300248,0.183022181674517,10,4,0.816977818325483,0.546864409200859,0.270113409124623,0.669374855637744,0.330625144362256,0.270113409124624,221.933940263389,9,32.4136090949548,27,254.347549358343,36
"ASN00014142",1979,2017,39,0.602059991327962,0.6020269727493,0.851665573859897,0.249605582531935,10,4,0.750394417468065,0.3979730272507,0.352421390217365,0.530351796317351,0.469648203682649,0.352421390217365,530.574133516361,9,109.955473747818,27,640.529607264179,36
"BL000085114",1973,2017,45,0.602059991327962,0.536516842026192,0.799673918794631,0.197613927466669,10,4,0.802386072533331,0.463483157973808,0.338902914559523,0.577631110308878,0.422368889691122,0.338902914559523,635.784570348427,9,122.005049241428,27,757.789619589856,36
"BL000085141",1973,2017,45,0.602059991327962,0.649174507226186,1.02230356805714,0.420243576729178,10,4,0.579756423270822,0.350825492773814,0.228930930497007,0.605125667766743,0.394874332233257,0.228930930497007,595.22781087643,9,82.4151349789226,27,677.642945855352,36
"CA001054920",1897,2008,112,0.602059991327962,0.637341514918163,0.856832228621368,0.254772237293406,10,4,0.745227762706594,0.362658485081837,0.382569277624758,0.486641136079923,0.513358863920077,0.382569277624758,1492.05824595599,9,342.782072751783,27,1834.84031870777,36
"CA0010549BN",1971,1981,11,0.602059991327962,0.652296449412592,0.910031682207803,0.307971690879841,10,4,0.692028309120159,0.347703550587408,0.344324758532752,0.502441223870561,0.497558776129439,0.344324758532752,145.225400635168,9,30.3005787508821,27,175.52597938605,36
"CA001060840",1895,2002,108,0.602059991327962,0.755020314317524,0.906104632111061,0.304044640783099,10,4,0.695955359216901,0.244979685682476,0.450975673534426,0.352004884276098,0.647995115723902,0.450975673534426,1337.09596877651,9,389.642981933744,27,1726.73895071026,36
"CA001060841",1983,2017,35,0.602059991327962,0.655149665214403,0.829022123423842,0.226962132095879,10,4,0.773037867904121,0.344850334785597,0.428187533118524,0.446097596383685,0.553902403616315,0.428187533118524,461.2819197783,9,119.892509273187,27,581.174429051487,36
"CA001060842",1961,1985,25,0.602059991327962,0.722348212888237,0.855465030146709,0.253405038818746,10,4,0.746594961181254,0.277651787111763,0.468943174069491,0.37189078623363,0.62810921376637,0.468943174069491,316.047376021162,9,93.7886348138982,27,409.83601083506,36
"CA001067776",1933,2013,81,0.602059991327962,0.711033565701291,0.817163612437615,0.215103621109653,10,4,0.784896378890347,0.288966434298709,0.495929944591639,0.368158704856349,0.631841295143651,0.495929944591639,1031.3253896857,9,321.362604095382,27,1352.68799378109,36
"CA002300900",1930,1977,48,0.602059991327962,0.811407117539866,0.842932583898932,0.240872592570969,10,4,0.759127407429031,0.188592882460134,0.570534524968897,0.24843376831677,0.751566231683231,0.570534524968897,572.612342574405,9,219.085257588056,27,791.697600162461,36
"CA002300904",2004,2017,14,0.602059991327962,0.894537245532651,1.00861699673086,0.406557005402893,10,4,0.593442994597107,0.105462754467349,0.487980240129758,0.177713369990909,0.822286630009091,0.487980240129758,157.701358915676,9,54.6537868945329,27,212.355145810209,36
"CA002302680",1957,2000,44,0.602059991327962,0.830427455885137,0.873215623069683,0.27115563174172,10,4,0.72884436825828,0.169572544114863,0.559271824143417,0.232659469565623,0.767340530434377,0.559271824143417,518.199488262336,9,196.863682098483,27,715.063170360819,36
"CA006115099",1947,1996,50,0.602059991327962,0.825006316715242,0.905932718369097,0.303872727041134,10,4,0.696127272958866,0.174993683284758,0.521133589674107,0.251381737337992,0.748618262662008,0.521133589674107,591.031510511522,9,208.453435869643,27,799.484946381164,36
"CD000004700",1950,2017,68,0.602059991327962,0.64792915975201,0.796340530244173,0.194280538916211,10,4,0.805719461083789,0.35207084024799,0.4536486208358,0.436964548149814,0.563035451850186,0.4536486208358,900.132827683667,9,246.784849734675,27,1146.91767741834,36
"CD000004705",1952,1978,27,0.602059991327962,0.69283449074368,0.84737484400179,0.245314852673827,10,4,0.754685147326173,0.30716550925632,0.447519638069853,0.407011467423996,0.592988532576004,0.447519638069853,347.706130086079,9,96.6642418230882,27,444.370371909167,36
"CD000004709",1952,1978,27,0.602059991327962,0.636321244284876,0.837359031425382,0.235299040097419,10,4,0.764700959902581,0.363678755715124,0.401022204187456,0.475582972671376,0.524417027328624,0.401022204187457,359.912991321181,9,86.6207961044906,27,446.533787425671,36
"CD000004753",1950,1977,28,0.602059991327962,0.786948733547992,0.971331199840558,0.369271208512595,10,4,0.630728791487405,0.213051266452008,0.417677525035396,0.337785858720012,0.662214141279988,0.417677525035396,339.502544515916,9,93.5597656079287,27,433.062310123845,36
"CD000064706",1950,2017,68,0.602059991327962,0.702598665074783,0.842718368253498,0.240658376925536,10,4,0.759341623074464,0.297401334925217,0.461940288149248,0.391656832561189,0.608343167438811,0.461940288149248,870.392616788079,9,251.295516753191,27,1121.68813354127,36
"CHM00059417",1953,2017,65,0.602059991327962,0.611703344108288,0.765781641113355,0.163721649785392,10,4,0.836278350214608,0.388296655891712,0.447981694322895,0.464315088142682,0.535684911857318,0.447981694322895,879.258509420594,9,232.950481047905,27,1112.2089904685,36
"CHM00059632",1952,2017,66,0.602059991327962,0.663286671421059,0.81264376830383,0.210583776975868,10,4,0.789416223024132,0.336713328578941,0.452702894445192,0.42653459449952,0.573465405500481,0.452702894445192,865.549566590537,9,239.027128267061,27,1104.5766948576,36
"CHM00059838",1952,2017,66,0.602059991327962,0.788467073410929,0.969133445372631,0.367073454044669,10,4,0.632926545955331,0.211532926589071,0.42139361936626,0.334214022054939,0.665785977945061,0.42139361936626,799.454314339886,9,222.495831025385,27,1021.95014536527,36
"CI000085406",1957,2017,61,0.602059991327962,0.634333440667159,1.00671711973389,0.404657128405929,10,4,0.595342871594071,0.365666559332841,0.22967631226123,0.614211703507499,0.3857882964925,0.22967631226123,814.106806335521,9,112.08204038348,27,926.188846719001,36
"CI000085743",1963,2014,52,0.602059991327962,0.653738301696328,0.917333303199714,0.315273311871752,10,4,0.684726688128248,0.346261698303672,0.338464989824576,0.505693299687507,0.494306700312493,0.338464989824576,685.920265179851,9,140.801435767024,27,826.721700946874,36
"CI000085799",1963,2017,55,0.602059991327962,0.638328726298763,0.865202909622695,0.263142918294732,10,4,0.736857081705268,0.361671273701237,0.375185808004031,0.490829609541434,0.509170390458566,0.375185808004031,732.272801345924,9,165.081755521774,27,897.354556867698,36
"CI000085874",1973,2017,45,0.602059991327962,0.704099199595167,0.907809873265595,0.305749881937632,10,4,0.694250118062368,0.295900800404833,0.398349317657535,0.426216420719788,0.573783579280212,0.398349317657535,575.454921623596,9,143.405754356713,27,718.860675980309,36
"CI000085934",1963,2017,55,0.602059991327962,0.670845377552902,0.871881792849671,0.269821801521708,10,4,0.730178198478292,0.329154622447098,0.401023576031194,0.450786702661163,0.549213297338837,0.401023576031194,717.965474794103,9,176.450373453725,27,894.415848247829,36
"CO000080001",1965,2017,53,0.602059991327962,0.555536680365062,1.0873610721369,0.485301080808935,10,4,0.514698919191065,0.444463319634938,0.0702355995561263,0.863540417635783,0.136459582364217,0.0702355995561263,740.748526954689,9,29.7798942117976,27,770.528421166487,36
"CO000080342",1961,2017,57,0.602059991327962,0.454936734066928,1.03633944090196,0.434279449573998,10,4,0.565720550426002,0.545063265933072,0.0206572844929303,0.963485002485105,0.0365149975148946,0.0206572844929303,842.527651670766,9,9.41972172877619,27,851.947373399542,36
"CUW00011706",1945,2017,73,0.602059991327962,0.542605341903203,0.838431934648255,0.236371943320293,10,4,0.763628056679707,0.457394658096797,0.30623339858291,0.598975710878896,0.401024289121104,0.30623339858291,1027.82817463705,9,178.840304772419,27,1206.66847940947,36
"EG000062306",1920,2017,98,0.602059991327962,0.724788451737019,0.826394482710047,0.224334491382084,10,4,0.775665508617916,0.275211548262981,0.500453960354934,0.354806995032375,0.645193004967625,0.500453960354934,1236.99256674551,9,392.355904918268,27,1629.34847166378,36
"EG000062414",1957,2017,61,0.602059991327962,0.744774099383309,0.888889971209838,0.286829979881876,10,4,0.713170020118124,0.255225900616691,0.457944119501433,0.357875251927188,0.642124748072812,0.457944119501433,760.21176488204,9,223.476730316699,27,983.688495198739,36
"EG000062432",1957,2017,61,0.602059991327962,0.747858144384307,0.857399389474414,0.255339398146452,10,4,0.744660601853548,0.252141855615693,0.492518746237855,0.338599698960952,0.661400301039048,0.492518746237855,758.706750921552,9,240.349148164073,27,999.055899085626,36
"EG000062463",1990,2017,28,0.602059991327962,0.789078866841901,0.88915564524799,0.287095653920028,10,4,0.712904346079972,0.210921133158099,0.501983212921874,0.295861758057564,0.704138241942436,0.501983212921874,339.02539465808,9,112.4442396945,27,451.46963435258,36
"EGE00147724",1919,1957,39,0.602059991327962,0.724234971087785,0.801565722882606,0.199505731554644,10,4,0.800494268445356,0.275765028912215,0.524729239533141,0.34449344584038,0.65550655415962,0.524729239533141,492.445238034753,9,163.71552273434,27,656.160760769094,36
"EGE00147728",1909,1957,49,0.602059991327962,0.752004376892671,0.817609791444508,0.215549800116546,10,4,0.784450199883454,0.247995623107329,0.536454576776125,0.316139409670842,0.683860590329158,0.536454576776125,607.827640711739,9,210.290194096241,27,818.11783480798,36
"EGE00147729",1924,1957,34,0.602059991327962,0.729328984586252,0.758947573690148,0.156887582362186,10,4,0.843112417637814,0.270671015413748,0.572441402224066,0.321037870812174,0.678962129187826,0.572441402224066,427.92566148692,9,155.704061404946,27,583.629722891866,36
"EI000003953",1929,2017,89,0.602059991327962,0.737361410862604,0.921769594611669,0.319709603283707,10,4,0.680290396716293,0.262638589137396,0.417651807578897,0.386068347289821,0.613931652710179,0.417651807578897,1114.43926167759,9,297.368086996175,27,1411.80734867376,36
"EI000003965",1954,2009,56,0.602059991327962,0.628305234136032,0.851780788350693,0.249720797022731,10,4,0.750279202977269,0.371694765863968,0.378584437113301,0.49540859507901,0.50459140492099,0.378584437113301,750.07737676839,9,169.605827826759,27,919.683204595149,36
"EIE00101859",1861,2002,142,0.602059991327962,0.640577597195251,0.922113877006472,0.32005388567851,10,4,0.67994611432149,0.359422402804749,0.320523711516741,0.528604245592921,0.471395754407079,0.320523711516741,1888.04051522743,9,364.114936283017,27,2252.15545151045,36
"EIE00107762",1961,2017,57,0.602059991327962,0.776999893877338,0.944558532817877,0.342498541489915,10,4,0.657501458510085,0.223000106122662,0.434501352387423,0.339162907148504,0.660837092851496,0.434501352387423,695.666850797219,9,198.132616688665,27,893.799467485884,36
"ER000063043",1947,1987,41,0.602059991327962,0.671970038115325,0.996915007796623,0.394855016468661,10,4,0.605144983531339,0.328029961884675,0.277115021646664,0.542068381647069,0.457931618352931,0.277115021646664,534.841738000221,9,90.8937271001059,27,625.735465100327,36
"ET000063330",1963,1985,23,0.602059991327962,0.619323307736131,1.03198262520184,0.429922633873873,10,4,0.570077366126127,0.380676692263869,0.189400673862258,0.667763210545788,0.332236789454212,0.189400673862258,309.720168487456,9,34.8497239906554,27,344.569892478112,36
"ET000063331",1952,2017,66,0.602059991327962,0.523926042952372,0.874788229353883,0.27272823802592,10,4,0.72727176197408,0.476073957047628,0.251197804926451,0.654602559785067,0.345397440214933,0.251197804926451,939.131978422004,9,132.632441001166,27,1071.76441942317,36
"ET000063332",1961,1987,27,0.602059991327962,0.728769873510429,1.11032790101341,0.508267909685451,10,4,0.491732090314549,0.271230126489571,0.220501963824978,0.551581098390531,0.448418901609469,0.220501963824978,339.944087408461,9,47.6284241861953,27,387.572511594656,36
"ET000063334",1953,1987,35,0.602059991327962,0.499053984078432,0.937835042616592,0.33577505128863,10,4,0.66422494871137,0.500946015921568,0.163278932789802,0.754181270808073,0.245818729191927,0.163278932789802,504.988710496372,9,45.7181011811446,27,550.706811677516,36
"ET000063340",1970,1987,18,0.602059991327962,0.39105568916693,0.94077048572663,0.338710494398667,10,4,0.661289505601333,0.60894431083307,0.0523451947682632,0.920843754021676,0.0791562459783237,0.0523451947682632,275.260234151105,9,7.53770804662989,27,282.797942197735,36
"ET000063402",1952,2017,66,0.602059991327962,0.556327247498046,0.882792452310423,0.280732460982461,10,4,0.719267539017539,0.443672752501954,0.275594786515585,0.616839671519134,0.383160328480866,0.275594786515585,922.024142421888,9,145.514047280229,27,1067.53818970212,36
"ET000063403",1952,2017,66,0.602059991327962,0.329304072926025,0.858469019288259,0.256409027960296,10,4,0.743590972039704,0.670695927073975,0.0728950449657283,0.901968894584917,0.0980311054150831,0.0728950449657284,1041.89237859592,9,38.4885837419045,27,1080.38096233782,36
"ET000063460",1972,1988,17,0.602059991327962,0.556983500571987,0.913616271502662,0.311556280174699,10,4,0.688443719825301,0.443016499428013,0.245427220397288,0.643504307861844,0.356495692138157,0.245427220397288,237.4018165694,9,33.3781019740311,27,270.779918543431,36
"ET000063471",1952,2017,66,0.602059991327962,0.553245047180133,0.930281193761122,0.328221202433159,10,4,0.671778797566841,0.446754952819867,0.225023844746974,0.665032826933505,0.334967173066495,0.225023844746974,923.651544189746,9,118.812590026402,27,1042.46413421615,36
"ET000063473",1952,1985,34,0.602059991327962,0.741020074271826,0.995539673474815,0.393479682146853,10,4,0.606520317853147,0.258979925728174,0.347540392124973,0.426992992823168,0.573007007176833,0.347540392124973,424.745685092444,9,94.5309866579926,27,519.276671750436,36
"ET000063478",1966,1985,20,0.602059991327962,0.530679964724014,0.961983110964717,0.359923119636754,10,4,0.640076880363246,0.469320035275986,0.170756845087259,0.733224476112378,0.266775523887622,0.170756845087259,283.504820523205,9,27.3210952139615,27,310.825915737167,36
"ET000063533",1952,2003,52,0.602059991327962,0.426445830360847,0.904572604048707,0.302512612720745,10,4,0.697487387279255,0.573554169639153,0.123933217640102,0.822314754502532,0.177685245497468,0.123933217640102,780.473933255411,9,51.5562185382824,27,832.030151793693,36
"FG000081405",1950,2017,68,0.602059991327962,0.480407853596634,0.940751586034417,0.338691594706455,10,4,0.661308405293545,0.519592146403365,0.141716258890179,0.785703224462611,0.214296775537389,0.14171625889018,991.264418232192,9,77.0936448362576,27,1068.35806306845,36
"FMC00914761",1986,2005,20,0.602059991327962,0.40251200501018,0.975918880696415,0.373858889368453,10,4,0.626141110631547,0.59748799498982,0.0286531156417271,0.954238565148954,0.045761434851046,0.0286531156417272,304.011694077418,9,4.58449850267634,27,308.596192580095,36
"FMW00040308",1951,2017,67,0.602059991327962,0.598903425660394,1.18445480670193,0.582394815373971,10,4,0.417605184626029,0.401096574339606,0.0165086102864236,0.960468378041792,0.0395316219582074,0.0165086102864237,913.173373690837,9,8.84861511352304,27,922.02198880436,36
"FMW00040505",1951,2017,67,0.602059991327962,0.472925037517413,1.02941072362286,0.427350732294895,10,4,0.572649267705105,0.527074962482587,0.0455743052225182,0.920414976858073,0.0795850231419267,0.0455743052225182,980.697789735475,9,24.4278275992697,27,1005.12561733474,36
"IR000040706",1951,2017,67,0.602059991327962,0.642627028526063,0.781554902107718,0.179494910779756,10,4,0.820505089220244,0.357372971473937,0.463132117746308,0.435552412982058,0.564447587017942,0.463132117746308,889.737522554839,9,248.238815112021,27,1137.97633766686,36
"IR000040841",1951,2017,67,0.602059991327962,0.832612646698746,0.95071906945644,0.348659078128478,10,4,0.651340921871522,0.167387353301254,0.483953568570268,0.256988848206089,0.743011151793911,0.483953568570268,787.905231214281,9,259.399112753664,27,1047.30434396794,36
"IR000040848",1951,2017,67,0.602059991327962,0.726145093844314,0.883064472404981,0.281004481077019,10,4,0.718995518922981,0.273854906155686,0.445140612767295,0.380885414370742,0.619114585629258,0.445140612767295,844.971839544256,9,238.59536844327,27,1083.56720798753,36
"IR000407660",1951,2017,67,0.602059991327962,0.808715973420274,0.945790154505353,0.34373016317739,10,4,0.65626983682261,0.191284026579726,0.464985810242884,0.29147161098527,0.70852838901473,0.464985810242884,800.713848091542,9,249.232394290186,27,1049.94624238173,36
"IR000408570",1996,2017,22,0.602059991327962,0.750625180796062,0.920963504009461,0.318903512681499,10,4,0.681096487318501,0.249374819203938,0.431721668114563,0.36613728575482,0.63386271424518,0.431721668114563,273.144944546845,9,75.9830135881631,27,349.127958135008,36
"IS000004640",1939,2017,79,0.602059991327962,0.317777007334489,0.709467289754491,0.107407298426528,10,4,0.892592701573472,0.682222992665511,0.210369708907961,0.764316122530333,0.235683877469667,0.210369708907961,1254.39871013684,9,132.953656029831,27,1387.35236616667,36
"IS000006771",1950,2016,67,0.602059991327962,0.728288957556324,0.841887914101405,0.239827922773442,10,4,0.760172077226558,0.271711042443676,0.488461034782882,0.357433600343487,0.642566399656513,0.488461034782882,843.822728594619,9,261.815114643625,27,1105.63784323824,36
